comparison.primary;comparison.secondary
доска;21.0526315789474;15.3488372093023
среди;55.2631578947368;20.6201550387597
всякий;39.4736842105263;18.6046511627907
люли;42.1052631578947;3.72093023255814
мурава;7.89473684210526;20.1550387596899
рожать;18.4210526315789;19.0697674418605
близко;10.5263157894737;17.8294573643411
золота;0;20.1550387596899
камешек;21.0526315789474;17.6744186046512
место;31.5789473684211;21.2403100775194
нова;0;19.6899224806202
осенний;68.4210526315789;17.6744186046512
звезда;81.5789473684211;13.7984496124031
наказывать;7.89473684210526;18.6046511627907
весело;81.5789473684211;16.5891472868217
ворон;42.1052631578947;14.2635658914729
запевать;39.4736842105263;19.3798449612403
младешенек;0;16.1240310077519
небо;97.3684210526316;9.76744186046512
показывать;13.1578947368421;8.37209302325581
чернобровый;13.1578947368421;18.4496124031008
шуба;15.7894736842105;18.6046511627907
верно;21.0526315789474;20
вольный;26.3157894736842;17.0542635658915
грамотка;44.7368421052632;13.953488372093
лавочка;0;20.3100775193798
полковничек;0;11.3178294573643
рукав;10.5263157894737;15.968992248062
слушать;44.7368421052632;17.3643410852713
вспомнить;36.8421052631579;15.3488372093023
государев;0;20.6201550387597
девять;0;11.6279069767442
заботушка;0;9.14728682170543
несчастный;68.4210526315789;17.2093023255814
подарочек;0;16.2790697674419
последний;42.1052631578947;17.984496124031
потерять;36.8421052631579;19.8449612403101
рыба;0;12.4031007751938
урождаться;5.26315789473684;20.7751937984496
веночек;10.5263157894737;9.30232558139535
вздыхать;73.6842105263158;16.5891472868217
подумать;21.0526315789474;12.093023255814
прижимать;63.1578947368421;16.8992248062016
ружье;0;16.1240310077519
снег;42.1052631578947;19.3798449612403
старик;10.5263157894737;16.7441860465116
узнавать;57.8947368421053;20.1550387596899
послушать;21.0526315789474;20.9302325581395
пуховый;2.63157894736842;18.2945736434109
цветной;15.7894736842105;22.015503875969
видно;63.1578947368421;17.3643410852713
водить;15.7894736842105;20.1550387596899
мост;23.6842105263158;14.5736434108527
пожить;5.26315789473684;18.1395348837209
разбойник;0;10.2325581395349
серенький;0;5.58139534883721
тяжелый;26.3157894736842;14.7286821705426
хотя;10.5263157894737;17.8294573643411
честь;15.7894736842105;18.9147286821705
левый;0;17.0542635658915
лошадь;2.63157894736842;17.984496124031
московский;5.26315789473684;20.4651162790698
пол;5.26315789473684;18.1395348837209
середи;0;17.984496124031
заводить;5.26315789473684;17.5193798449612
катя;5.26315789473684;13.1782945736434
печка;2.63157894736842;15.1937984496124
постилать;21.0526315789474;17.0542635658915
привязывать;5.26315789473684;16.7441860465116
разудалый;5.26315789473684;17.3643410852713
увидать;13.1578947368421;19.8449612403101
вырастать;26.3157894736842;17.984496124031
доходить;10.5263157894737;18.6046511627907
некого;15.7894736842105;18.6046511627907
несчастие;15.7894736842105;16.7441860465116
погубить;42.1052631578947;15.968992248062
речушка;0;17.2093023255814
спускать;0;16.7441860465116
царский;28.9473684210526;14.8837209302326
возле;10.5263157894737;15.968992248062
девчонка;0;17.2093023255814
иль;89.4736842105263;14.4186046511628
лодка;10.5263157894737;10.2325581395349
протекать;5.26315789473684;17.8294573643411
работа;18.4210526315789;14.2635658914729
серебро;42.1052631578947;17.8294573643411
сто;0;16.1240310077519
тепло;39.4736842105263;14.5736434108527
упасть;36.8421052631579;15.6589147286822
водочка;0;17.2093023255814
завсегда;23.6842105263158;16.8992248062016
казаченька;0;12.4031007751938
неволюшка;34.2105263157895;13.3333333333333
светлица;44.7368421052632;15.0387596899225
ударять;21.0526315789474;20.3100775193798
бок;5.26315789473684;19.0697674418605
весть;55.2631578947368;17.0542635658915
древо;21.0526315789474;13.7984496124031
заставлять;26.3157894736842;13.953488372093
камушек;0;18.9147286821705
ловить;21.0526315789474;12.2480620155039
мороз;18.4210526315789;19.6899224806202
цветик;31.5789473684211;17.5193798449612
аннушка;21.0526315789474;12.093023255814
девчоночка;0;17.3643410852713
кукушечка;10.5263157894737;16.1240310077519
обо;52.6315789473684;17.2093023255814
просыпаться;26.3157894736842;17.6744186046512
сколько;28.9473684210526;16.2790697674419
славушка;0;19.0697674418605
туман;18.4210526315789;14.7286821705426
чай;0;15.968992248062
заезжать;18.4210526315789;14.5736434108527
зло;39.4736842105263;14.5736434108527
пирог;0;14.4186046511628
пьяница;0;13.0232558139535
рассказывать;28.9473684210526;19.5348837209302
сани;10.5263157894737;10.077519379845
словечко;15.7894736842105;19.8449612403101
туда;5.26315789473684;20.9302325581395
воспевать;0;11.6279069767442
заинька;0;3.25581395348837
малина;0;16.7441860465116
отпускать;15.7894736842105;17.2093023255814
охота;15.7894736842105;16.4341085271318
ракитовый;0;19.6899224806202
родный;0;15.3488372093023
скорый;5.26315789473684;20.4651162790698
церковь;42.1052631578947;13.0232558139535
ягодка;23.6842105263158;15.5038759689922
водка;0;17.2093023255814
садить;18.4210526315789;16.1240310077519
сюда;5.26315789473684;15.968992248062
утка;0;9.30232558139535
шелк;5.26315789473684;17.0542635658915
буйнуть;0;15.5038759689922
наливать;5.26315789473684;16.1240310077519
помирать;0;13.6434108527132
стлать;0;15.968992248062
тюрьма;26.3157894736842;10.5426356589147
долинушка;21.0526315789474;13.953488372093
живой;63.1578947368421;13.7984496124031
каков;10.5263157894737;14.4186046511628
можно;34.2105263157895;14.5736434108527
оно;63.1578947368421;15.1937984496124
сапог;0;14.5736434108527
сшивать;0;14.1085271317829
горюшко;21.0526315789474;13.4883720930233
жених;55.2631578947368;12.7131782945736
косить;34.2105263157895;13.6434108527132
махать;26.3157894736842;16.5891472868217
поливать;5.26315789473684;15.5038759689922
сарафан;15.7894736842105;9.30232558139535
саша;0;11.0077519379845
возговаривать;0;17.2093023255814
игра;39.4736842105263;7.90697674418605
кудреватый;0;16.8992248062016
пожаловать;0;17.6744186046512
середь;0;13.3333333333333
счастие;94.7368421052632;9.45736434108527
тысяча;0;12.4031007751938
веселие;63.1578947368421;14.2635658914729
висеть;21.0526315789474;14.1085271317829
громко;5.26315789473684;15.1937984496124
кроватка;0;21.2403100775194
кума;0;9.14728682170543
поиграть;15.7894736842105;12.8682170542636
уезжать;10.5263157894737;12.4031007751938
унимать;5.26315789473684;14.8837209302326
хозяюшка;7.89473684210526;12.2480620155039
баять;0;13.1782945736434
вечерний;26.3157894736842;15.1937984496124
вязать;0;14.8837209302326
двенадцать;0;11.4728682170543
молодость;28.9473684210526;6.04651162790698
переставать;39.4736842105263;15.0387596899225
погуливать;0;20
работать;0;14.7286821705426
гуля;0;10.5426356589147
женить;0;13.0232558139535
крушить;18.4210526315789;15.1937984496124
кустик;7.89473684210526;16.4341085271318
стакан;0;11.937984496124
теплый;39.4736842105263;17.0542635658915
вдруг;71.0526315789474;14.7286821705426
десятый;0;14.7286821705426
кленовый;10.5263157894737;15.0387596899225
краса;76.3157894736842;12.093023255814
неволя;36.8421052631579;12.2480620155039
тяжело;55.2631578947368;15.5038759689922
яблочко;0;16.2790697674419
годочек;0;14.4186046511628
гроб;57.8947368421053;11.0077519379845
дальный;0;12.5581395348837
калинушка;0;14.8837209302326
молиться;23.6842105263158;15.968992248062
острый;47.3684210526316;13.953488372093
пахать;15.7894736842105;13.953488372093
порождать;0;12.8682170542636
пробуждаться;34.2105263157895;16.5891472868217
вкруг;47.3684210526316;8.52713178294574
волос;13.1578947368421;14.4186046511628
всегда;60.5263157894737;13.6434108527132
жать;26.3157894736842;11.1627906976744
королевна;0;3.56589147286822
красивый;63.1578947368421;9.92248062015504
отпирать;0;16.7441860465116
аленький;5.26315789473684;17.0542635658915
боже;13.1578947368421;13.7984496124031
елена;21.0526315789474;2.63565891472868
кланяться;21.0526315789474;14.4186046511628
кусточек;10.5263157894737;16.5891472868217
личико;5.26315789473684;15.8139534883721
ответ;23.6842105263158;15.5038759689922
плеть;0;15.968992248062
позволять;7.89473684210526;12.093023255814
спасибо;21.0526315789474;12.5581395348837
больной;18.4210526315789;10.2325581395349
выдавать;21.0526315789474;12.4031007751938
лавка;0;15.0387596899225
между;21.0526315789474;14.1085271317829
напиваться;15.7894736842105;15.1937984496124
открывать;10.5263157894737;13.7984496124031
плетка;0;11.7829457364341
помогать;10.5263157894737;10.2325581395349
седло;10.5263157894737;15.0387596899225
слезать;60.5263157894737;14.8837209302326
темница;7.89473684210526;7.90697674418605
травонька;0;16.2790697674419
взяться;7.89473684210526;11.937984496124
груша;0;12.093023255814
де;0;7.90697674418605
катерина;0;9.30232558139535
невестка;0;11.4728682170543
петелька;0;6.35658914728682
разбивать;10.5263157894737;16.2790697674419
рубашечка;0;14.1085271317829
студеный;0;18.2945736434109
уста;36.8421052631579;14.4186046511628
атаман;13.1578947368421;7.90697674418605
еси;10.5263157894737;10.6976744186047
мир;52.6315789473684;11.6279069767442
соколик;7.89473684210526;9.14728682170543
чудить;18.4210526315789;11.937984496124
зорюшка;13.1578947368421;14.5736434108527
ласточка;47.3684210526316;6.97674418604651
ленточка;5.26315789473684;15.6589147286822
палач;0;4.65116279069767
пара;21.0526315789474;15.0387596899225
простой;23.6842105263158;15.1937984496124
пусть;89.4736842105263;9.61240310077519
пуховой;0;21.0852713178295
скучно;71.0526315789474;11.1627906976744
след;23.6842105263158;14.1085271317829
собака;0;13.3333333333333
сосна;21.0526315789474;10.3875968992248
ванька;0;9.45736434108527
лапушка;5.26315789473684;15.1937984496124
младенька;5.26315789473684;12.5581395348837
мука;31.5789473684211;11.1627906976744
подь;0;4.8062015503876
разлюбезный;0;13.1782945736434
расчесывать;10.5263157894737;11.0077519379845
соль;5.26315789473684;13.3333333333333
стоить;5.26315789473684;18.6046511627907
терять;26.3157894736842;9.76744186046512
божий;63.1578947368421;9.61240310077519
боярыня;5.26315789473684;11.3178294573643
ключничек;0;4.03100775193798
крылышко;28.9473684210526;12.4031007751938
лакей;0;8.83720930232558
ломать;0;13.7984496124031
опять;68.4210526315789;11.0077519379845
птичка;50;8.9922480620155
рощица;31.5789473684211;10.8527131782946
сеять;7.89473684210526;11.1627906976744
